config,dataset,modelo,mse_original,mse_optimizado,mejora_%,tiempo_optimizador_s,num_features,name,pop_size,crossover_prob,mutation_prob,elitism,complexity_penalty,patience
MutacionAlta,California,SVR,1.3525489127697103,0.7598745533249235,43.81907033817546,16.005788326263428,13,MutacionAlta,25,0.65,0.6,True,0.001,30
MutacionAlta,California,MLP,0.6307256030536917,1.2846408309030237,-103.67665823035668,16.005788326263428,13,MutacionAlta,25,0.65,0.6,True,0.001,30
MutacionAlta,California,KNeighbors,1.132222068863644,0.7757374543815007,31.485397104114877,16.005788326263428,13,MutacionAlta,25,0.65,0.6,True,0.001,30
MutacionAlta,California,Huber,0.6273176291227253,0.539463834111539,14.004674973672548,16.005788326263428,13,MutacionAlta,25,0.65,0.6,True,0.001,30
MutacionAlta,Diabetes,LinearRegression,2848.3106508475075,2597.034756969124,8.821927264275653,201.67788338661194,20,MutacionAlta,25,0.65,0.6,True,0.001,30
MutacionAlta,Diabetes,Ridge,3105.4721464484733,2729.7488421153303,12.098749775065066,201.67788338661194,20,MutacionAlta,25,0.65,0.6,True,0.001,30
MutacionAlta,Diabetes,Lasso,2846.0124047218987,2712.456841785739,4.69272595982273,201.67788338661194,20,MutacionAlta,25,0.65,0.6,True,0.001,30
MutacionAlta,Diabetes,ElasticNet,2808.312249539323,2691.40451372682,4.162917988613302,201.67788338661194,20,MutacionAlta,25,0.65,0.6,True,0.001,30
MutacionAlta,Diabetes,BayesianRidge,2826.1947991560064,2712.260143986954,4.031380115874428,201.67788338661194,20,MutacionAlta,25,0.65,0.6,True,0.001,30
MutacionAlta,Diabetes,DecisionTree,5941.7027027027025,5497.054054054054,7.483522331845904,201.67788338661194,20,MutacionAlta,25,0.65,0.6,True,0.001,30
MutacionAlta,Diabetes,RandomForest,3010.1125675675676,2627.561036036036,12.708877922152473,201.67788338661194,20,MutacionAlta,25,0.65,0.6,True,0.001,30
MutacionAlta,Diabetes,ExtraTrees,2688.987131531531,2602.066119819819,3.232481505488105,201.67788338661194,20,MutacionAlta,25,0.65,0.6,True,0.001,30
MutacionAlta,Diabetes,GradientBoosting,3184.486512888118,2869.775363110986,9.882634091978304,201.67788338661194,20,MutacionAlta,25,0.65,0.6,True,0.001,30
MutacionAlta,Diabetes,AdaBoost,2996.4916864419347,2920.100104214949,2.549367400971958,201.67788338661194,20,MutacionAlta,25,0.65,0.6,True,0.001,30
MutacionAlta,Diabetes,SVR,4511.870338681655,5311.794730193886,-17.729330221532138,201.67788338661194,20,MutacionAlta,25,0.65,0.6,True,0.001,30
MutacionAlta,Diabetes,MLP,6385.281787954758,3204.4494335268405,49.815066273633576,201.67788338661194,20,MutacionAlta,25,0.65,0.6,True,0.001,30
MutacionAlta,Diabetes,KNeighbors,3060.166486486487,4214.079279279279,-37.707516825911334,201.67788338661194,20,MutacionAlta,25,0.65,0.6,True,0.001,30
MutacionAlta,Diabetes,Huber,2848.712270747901,2783.357781171579,2.294176574005624,201.67788338661194,20,MutacionAlta,25,0.65,0.6,True,0.001,30
PenalizacionFuerte,California,LinearRegression,0.5411287478470683,0.4479810752269984,17.213587892099003,22.925276517868042,11,PenalizacionFuerte,25,0.7,0.35,True,0.005,30
PenalizacionFuerte,California,Ridge,0.5410468729073385,0.4479364135290459,17.209314763794794,22.925276517868042,11,PenalizacionFuerte,25,0.7,0.35,True,0.005,30
PenalizacionFuerte,California,Lasso,0.5394284335040465,0.44584550038513315,17.34853546948064,22.925276517868042,11,PenalizacionFuerte,25,0.7,0.35,True,0.005,30
PenalizacionFuerte,California,ElasticNet,0.5396855165189584,0.44659870090384884,17.248344223786393,22.925276517868042,11,PenalizacionFuerte,25,0.7,0.35,True,0.005,30
PenalizacionFuerte,California,BayesianRidge,0.5408476251390804,0.4478437991391337,17.195938685323895,22.925276517868042,11,PenalizacionFuerte,25,0.7,0.35,True,0.005,30
PenalizacionFuerte,California,DecisionTree,0.5285224061284108,0.44663399748069765,15.493838614633383,22.925276517868042,11,PenalizacionFuerte,25,0.7,0.35,True,0.005,30
PenalizacionFuerte,California,RandomForest,0.25423583900565677,0.23414538435912294,7.90229053665672,22.925276517868042,11,PenalizacionFuerte,25,0.7,0.35,True,0.005,30
PenalizacionFuerte,California,ExtraTrees,0.2486223573508362,0.2686621318945161,-8.060326817431518,22.925276517868042,11,PenalizacionFuerte,25,0.7,0.35,True,0.005,30
PenalizacionFuerte,California,GradientBoosting,0.28952296442116765,0.2846081827928046,1.697544662195971,22.925276517868042,11,PenalizacionFuerte,25,0.7,0.35,True,0.005,30
PenalizacionFuerte,California,AdaBoost,0.819367370085345,0.7109970877057643,13.226092023690528,22.925276517868042,11,PenalizacionFuerte,25,0.7,0.35,True,0.005,30
PenalizacionFuerte,California,SVR,1.3525489127697103,1.342475336879378,0.7447845911689788,22.925276517868042,11,PenalizacionFuerte,25,0.7,0.35,True,0.005,30
PenalizacionFuerte,California,MLP,0.6307256030536917,0.5134937506723705,18.586823146822805,22.925276517868042,11,PenalizacionFuerte,25,0.7,0.35,True,0.005,30
PenalizacionFuerte,California,KNeighbors,1.132222068863644,1.140204264672471,-0.7050026693825595,22.925276517868042,11,PenalizacionFuerte,25,0.7,0.35,True,0.005,30
PenalizacionFuerte,California,Huber,0.6273176291227253,0.5152839195410155,17.859168048311304,22.925276517868042,11,PenalizacionFuerte,25,0.7,0.35,True,0.005,30
PenalizacionFuerte,Diabetes,LinearRegression,2848.3106508475075,2597.034756969124,8.821927264275653,188.55335116386414,20,PenalizacionFuerte,25,0.7,0.35,True,0.005,30
PenalizacionFuerte,Diabetes,Ridge,3105.4721464484733,2729.7488421153303,12.098749775065066,188.55335116386414,20,PenalizacionFuerte,25,0.7,0.35,True,0.005,30
PenalizacionFuerte,Diabetes,Lasso,2846.0124047218987,2712.456841785739,4.69272595982273,188.55335116386414,20,PenalizacionFuerte,25,0.7,0.35,True,0.005,30
PenalizacionFuerte,Diabetes,ElasticNet,2808.312249539323,2691.40451372682,4.162917988613302,188.55335116386414,20,PenalizacionFuerte,25,0.7,0.35,True,0.005,30
PenalizacionFuerte,Diabetes,BayesianRidge,2826.1947991560064,2712.260143986954,4.031380115874428,188.55335116386414,20,PenalizacionFuerte,25,0.7,0.35,True,0.005,30
PenalizacionFuerte,Diabetes,DecisionTree,5941.7027027027025,5497.054054054054,7.483522331845904,188.55335116386414,20,PenalizacionFuerte,25,0.7,0.35,True,0.005,30
PenalizacionFuerte,Diabetes,RandomForest,3010.1125675675676,2627.561036036036,12.708877922152473,188.55335116386414,20,PenalizacionFuerte,25,0.7,0.35,True,0.005,30
PenalizacionFuerte,Diabetes,ExtraTrees,2688.987131531531,2602.066119819819,3.232481505488105,188.55335116386414,20,PenalizacionFuerte,25,0.7,0.35,True,0.005,30
PenalizacionFuerte,Diabetes,GradientBoosting,3184.486512888118,2869.775363110986,9.882634091978304,188.55335116386414,20,PenalizacionFuerte,25,0.7,0.35,True,0.005,30
PenalizacionFuerte,Diabetes,AdaBoost,2996.4916864419347,2920.100104214949,2.549367400971958,188.55335116386414,20,PenalizacionFuerte,25,0.7,0.35,True,0.005,30
PenalizacionFuerte,Diabetes,SVR,4511.870338681655,5311.794730193886,-17.729330221532138,188.55335116386414,20,PenalizacionFuerte,25,0.7,0.35,True,0.005,30
PenalizacionFuerte,Diabetes,MLP,6385.281787954758,3204.4494335268405,49.815066273633576,188.55335116386414,20,PenalizacionFuerte,25,0.7,0.35,True,0.005,30
PenalizacionFuerte,Diabetes,KNeighbors,3060.166486486487,4214.079279279279,-37.707516825911334,188.55335116386414,20,PenalizacionFuerte,25,0.7,0.35,True,0.005,30
PenalizacionFuerte,Diabetes,Huber,2848.712270747901,2783.357781171579,2.294176574005624,188.55335116386414,20,PenalizacionFuerte,25,0.7,0.35,True,0.005,30
PoblacionPequena,California,LinearRegression,0.5411287478470683,0.43521612936950566,19.57253590738729,9.12563967704773,16,PoblacionPequena,10,0.6,0.35,True,0.001,30
PoblacionPequena,California,Ridge,0.5410468729073385,0.43529210682955394,19.54632239338282,9.12563967704773,16,PoblacionPequena,10,0.6,0.35,True,0.001,30
PoblacionPequena,California,Lasso,0.5394284335040465,0.4362026816044764,19.136134747112056,9.12563967704773,16,PoblacionPequena,10,0.6,0.35,True,0.001,30
PoblacionPequena,California,ElasticNet,0.5396855165189584,0.4361807260650582,19.178723031427538,9.12563967704773,16,PoblacionPequena,10,0.6,0.35,True,0.001,30
PoblacionPequena,California,BayesianRidge,0.5408476251390804,0.4354352866441926,19.49021010636419,9.12563967704773,16,PoblacionPequena,10,0.6,0.35,True,0.001,30
PoblacionPequena,California,DecisionTree,0.5285224061284108,0.4818835662057558,8.824382728501313,9.12563967704773,16,PoblacionPequena,10,0.6,0.35,True,0.001,30
PoblacionPequena,California,RandomForest,0.2542358390056568,0.23229162245779186,8.631441040606669,9.12563967704773,16,PoblacionPequena,10,0.6,0.35,True,0.001,30
PoblacionPequena,California,ExtraTrees,0.2486223573508362,0.2705440446294873,-8.817263062033032,9.12563967704773,16,PoblacionPequena,10,0.6,0.35,True,0.001,30
PoblacionPequena,California,GradientBoosting,0.28952296442116765,0.28013789983680754,3.2415613742845295,9.12563967704773,16,PoblacionPequena,10,0.6,0.35,True,0.001,30
PoblacionPequena,California,AdaBoost,0.819367370085345,0.8992088576770566,-9.744284493949928,9.12563967704773,16,PoblacionPequena,10,0.6,0.35,True,0.001,30
PoblacionPequena,California,SVR,1.3525489127697103,1.3475825183159975,0.3671877894266151,9.12563967704773,16,PoblacionPequena,10,0.6,0.35,True,0.001,30
PoblacionPequena,California,MLP,0.6307256030536917,0.5356561248746537,15.073032982766833,9.12563967704773,16,PoblacionPequena,10,0.6,0.35,True,0.001,30
PoblacionPequena,California,KNeighbors,1.132222068863644,1.062631657261844,6.146357107457245,9.12563967704773,16,PoblacionPequena,10,0.6,0.35,True,0.001,30
PoblacionPequena,California,Huber,0.6273176291227253,0.5190980345114771,17.251164256708083,9.12563967704773,16,PoblacionPequena,10,0.6,0.35,True,0.001,30
PoblacionPequena,Diabetes,LinearRegression,2848.3106508475075,2746.797348207687,3.5639828334601,194.29351544380188,20,PoblacionPequena,10,0.6,0.35,True,0.001,30
PoblacionPequena,Diabetes,Ridge,3105.4721464484733,2673.138484192972,13.92167251443337,194.29351544380188,20,PoblacionPequena,10,0.6,0.35,True,0.001,30
PoblacionPequena,Diabetes,Lasso,2846.0124047218987,2767.579172549495,2.7558991676309263,194.29351544380188,20,PoblacionPequena,10,0.6,0.35,True,0.001,30
PoblacionPequena,Diabetes,ElasticNet,2808.312249539323,2691.353001746769,4.164752256866732,194.29351544380188,20,PoblacionPequena,10,0.6,0.35,True,0.001,30
PoblacionPequena,Diabetes,BayesianRidge,2826.1947991560064,5514.80111368481,-95.131670164127,194.29351544380188,20,PoblacionPequena,10,0.6,0.35,True,0.001,30
PoblacionPequena,Diabetes,DecisionTree,5941.7027027027025,5127.189189189189,13.708419190058352,194.29351544380188,20,PoblacionPequena,10,0.6,0.35,True,0.001,30
PoblacionPequena,Diabetes,RandomForest,3010.1125675675676,2543.480552252252,15.502145014211044,194.29351544380188,20,PoblacionPequena,10,0.6,0.35,True,0.001,30
PoblacionPequena,Diabetes,ExtraTrees,2688.987131531531,2641.6409675675677,1.7607434192887683,194.29351544380188,20,PoblacionPequena,10,0.6,0.35,True,0.001,30
PoblacionPequena,Diabetes,GradientBoosting,3184.486512888118,2682.2218007102247,15.772235496842235,194.29351544380188,20,PoblacionPequena,10,0.6,0.35,True,0.001,30
PoblacionPequena,Diabetes,AdaBoost,2996.4916864419347,2892.585163667133,3.467605908767968,194.29351544380188,20,PoblacionPequena,10,0.6,0.35,True,0.001,30
